Name,Tier,Num Types,Type 1,Type 2,Num Abilities,Ability 1,Ability 2,Ability 3,Has Negative Ability,HP,Attack,Defense,Special Attack,Special Defense,Speed,Base Stat Total,Next Evolution(s),Evolutionary Stage,Num Evolutionary Stages,Evolutionary Progress,Is Mega Evolution,Is Alternate Form,Num Moves,Moves,Defensive Boost Moves,Offensive Boost Moves,Max Defensive Boost Amount,Max Offensive Boost Amount,Recovery Moves,Priority STAB Attacks,Entry Hazards,Hazard Clearing Moves,Phazing Moves,Switch Attacks,High Prob Side FX Attacks,Constant Damage Attacks,Trapping Moves
Diancie,NU,2,Rock,Fairy,1,Clear Body,,,0,50,100,150,100,150,50,600,[],1,1,1.0,0,0,61,"{'Toxic', 'Light Screen', 'Rock Slide', 'Hail', 'Stone Edge', 'Flash', 'Stealth Rock', 'Heal Bell', 'Rock Polish', 'Frustration', 'Return', 'Sandstorm', 'Flail', 'After You', 'Protect', 'Helping Hand', 'Reflect', 'Last Resort', 'Psychic', 'Gravity', 'Earth Power', 'Psyshock', 'Rock Tomb', 'Moonblast', 'Diamond Storm', 'Calm Mind', 'Ancient Power', 'Rest', 'Giga Impact', 'Facade', 'Harden', 'Guard Split', 'Sleep Talk', 'Sharpen', 'Confide', 'Double Team', 'Wonder Room', 'Sunny Day', 'Hyper Beam', 'Substitute', 'Secret Power', 'Power Gem', 'Trick Room', 'Safeguard', 'Iron Defense', 'Tackle', 'Covet', 'Explosion', 'Dazzling Gleam', 'Swagger', 'Skill Swap', 'Gyro Ball', 'Magnet Rise', 'Nature Power', 'Rock Throw', 'Round', 'Hidden Power', 'Smack Down', 'Snore', 'Psych Up', 'Endeavor'}","{'Iron Defense', 'Calm Mind'}","{'Rock Polish', 'Calm Mind'}",2,2,set(),set(),{'Stealth Rock'},set(),set(),set(),{'Rock Slide'},set(),set()
Diancie-Mega,OU,2,Rock,Fairy,1,Magic Bounce,,,0,50,160,110,160,110,110,700,[],1,1,1.0,1,0,61,"{'Toxic', 'Light Screen', 'Rock Slide', 'Hail', 'Stone Edge', 'Flash', 'Stealth Rock', 'Heal Bell', 'Rock Polish', 'Frustration', 'Return', 'Sandstorm', 'Flail', 'After You', 'Protect', 'Helping Hand', 'Reflect', 'Last Resort', 'Psychic', 'Gravity', 'Earth Power', 'Psyshock', 'Rock Tomb', 'Moonblast', 'Diamond Storm', 'Calm Mind', 'Ancient Power', 'Rest', 'Giga Impact', 'Facade', 'Harden', 'Guard Split', 'Sleep Talk', 'Sharpen', 'Confide', 'Double Team', 'Wonder Room', 'Sunny Day', 'Hyper Beam', 'Substitute', 'Secret Power', 'Power Gem', 'Trick Room', 'Safeguard', 'Iron Defense', 'Tackle', 'Covet', 'Explosion', 'Dazzling Gleam', 'Swagger', 'Skill Swap', 'Gyro Ball', 'Magnet Rise', 'Nature Power', 'Rock Throw', 'Round', 'Hidden Power', 'Smack Down', 'Snore', 'Psych Up', 'Endeavor'}","{'Iron Defense', 'Calm Mind'}","{'Rock Polish', 'Calm Mind'}",2,2,set(),set(),{'Stealth Rock'},set(),set(),set(),{'Rock Slide'},set(),set()
Diggersby,UUBL,2,Normal,Ground,3,Cheek Pouch,Huge Power,Pickup,0,85,56,77,50,77,78,423,[],2,2,1.0,0,0,81,"{'Toxic', 'Iron Tail', 'Double Slap', 'Dig', 'Return', 'Strength', 'Giga Impact', 'Fling', 'Focus Punch', 'Facade', 'Confide', 'Bounce', 'Payback', 'Surf', 'Torment', 'Hammer Arm', 'Snatch', 'Superpower', 'Work Up', 'Hidden Power', 'U-turn', 'Swords Dance', 'Endeavor', 'Rock Slide', 'Rollout', 'Recycle', 'Frustration', 'Brick Break', 'Cut', 'Earthquake', 'Power-Up Punch', 'Bulldoze', 'Take Down', 'Sludge Bomb', 'Swagger', 'Odor Sleuth', 'Spikes', 'Iron Head', 'Rock Smash', 'Stone Edge', 'Sandstorm', 'Protect', 'Attract', 'Grass Knot', 'Last Resort', 'Defense Curl', 'Thief', 'Leer', 'Knock Off', 'Rock Tomb', 'Mud-Slap', 'Rest', 'Fire Punch', 'Sleep Talk', 'Bulk Up', 'Double Team', 'Secret Power', 'Substitute', 'Quick Attack', 'Mud Shot', 'Tackle', 'Nature Power', 'Smack Down', 'Thunder Punch', 'Agility', 'Round', 'Wild Charge', 'Super Fang', 'Flail', 'Low Kick', 'Earth Power', 'Uproar', 'Rototiller', 'Ice Punch', 'Brutal Swing', 'Hyper Beam', 'Foul Play', 'Gastro Acid', 'Gunk Shot', 'Snore', 'Double Kick'}",{'Bulk Up'},"{'Bulk Up', 'Agility', 'Swords Dance', 'Work Up'}",1,2,set(),set(),{'Spikes'},set(),set(),{'U-turn'},"{'Rock Slide', 'Iron Tail', 'Sludge Bomb', 'Gunk Shot', 'Iron Head'}",set(),set()
Diglett,LC,1,Ground,,3,Arena Trap,Sand Force,Sand Veil,0,10,55,25,35,45,95,265,['Dugtrio'],1,2,0.5,0,0,64,"{'Toxic', 'Bide', 'Beat Up', 'Reversal', 'Screech', 'Rock Slide', 'Final Gambit', 'Sucker Punch', 'Fury Swipes', 'Dig', 'Mimic', 'Body Slam', 'Stealth Rock', 'Frustration', 'Return', 'Sandstorm', 'Echoed Voice', 'Shadow Claw', 'Protect', 'Attract', 'Astonish', 'Double-Edge', 'Sand Attack', 'Scratch', 'Earth Power', 'Curse', 'Uproar', 'Mud Bomb', 'Rock Tomb', 'Earthquake', 'Thief', 'Pursuit', 'Cut', 'Mud-Slap', 'Rest', 'Endure', 'Ancient Power', 'Natural Gift', 'Bulldoze', 'Feint Attack', 'Facade', 'Headbutt', 'Sleep Talk', 'Hone Claws', 'Aerial Ace', 'Slash', 'Confide', 'Double Team', 'Secret Power', 'Substitute', 'Magnitude', 'Sunny Day', 'Take Down', 'Sludge Bomb', 'Captivate', 'Rage', 'Swagger', 'Hidden Power', 'Growl', 'Fissure', 'Snore', 'Rock Smash', 'Memento', 'Round'}",set(),{'Hone Claws'},0,2,set(),set(),{'Stealth Rock'},set(),set(),set(),"{'Body Slam', 'Headbutt', 'Rock Slide', 'Sludge Bomb'}",set(),set()
Diglett-Alola,LC,2,Ground,Steel,3,Sand Force,Sand Veil,Tangling Hair,0,10,55,30,35,45,90,265,['Dugtrio-Alola'],1,2,0.5,0,0,39,"{'Toxic', 'Metal Claw', 'Rock Slide', 'Sucker Punch', 'Dig', 'Frustration', 'Return', 'Sandstorm', 'Echoed Voice', 'Shadow Claw', 'Protect', 'Attract', 'Astonish', 'Sand Attack', 'Thief', 'Earth Power', 'Mud Bomb', 'Rock Tomb', 'Earthquake', 'Flash Cannon', 'Mud-Slap', 'Rest', 'Bulldoze', 'Facade', 'Aerial Ace', 'Sleep Talk', 'Confide', 'Double Team', 'Sunny Day', 'Magnitude', 'Sludge Bomb', 'Substitute', 'Swagger', 'Work Up', 'Growl', 'Hidden Power', 'Fissure', 'Iron Head', 'Round'}",set(),{'Work Up'},0,2,set(),set(),set(),set(),set(),set(),"{'Rock Slide', 'Sludge Bomb', 'Iron Head'}",set(),set()
Ditto,PU,1,Normal,,2,Imposter,Limber,,0,48,48,48,48,48,48,288,[],1,1,1.0,0,0,1,{'Transform'},set(),set(),0,0,set(),set(),set(),set(),set(),set(),set(),set(),set()
Dodrio,NU,2,Flying,Normal,3,Early Bird,Run Away,Tangled Feet,0,60,110,70,60,60,110,470,[],2,2,1.0,0,0,70,"{'Toxic', 'Bide', 'Sky Attack', 'Double Hit', 'Jump Kick', 'Brave Bird', 'Mimic', 'Haze', 'Body Slam', 'Frustration', 'Return', 'Echoed Voice', 'Steel Wing', 'Fly', 'Flail', 'Roost', 'Swift', 'Protect', 'Attract', 'Reflect', 'Double-Edge', 'Curse', 'Thief', 'Uproar', 'Mirror Move', 'Knock Off', 'Whirlwind', 'Pursuit', 'Natural Gift', 'Mud-Slap', 'Drill Peck', 'Endure', 'Rest', 'Giga Impact', 'Feint Attack', 'Facade', 'Supersonic', 'Sleep Talk', 'Aerial Ace', 'Thrash', 'Confide', 'Double Team', 'Secret Power', 'Substitute', 'Sunny Day', 'Take Down', 'Peck', 'Quick Attack', 'Hyper Beam', 'Payback', 'Captivate', 'Rage', 'Skull Bash', 'Tri Attack', 'Air Cutter', 'Swagger', 'Torment', 'Fury Attack', 'Round', 'Taunt', 'Work Up', 'Growl', 'Assurance', 'Hidden Power', 'Snore', 'Agility', 'Pluck', 'Acupressure', 'Swords Dance', 'Endeavor'}",set(),"{'Agility', 'Swords Dance', 'Work Up'}",0,2,{'Roost'},set(),set(),set(),{'Whirlwind'},set(),{'Body Slam'},set(),set()
Doduo,LC,2,Flying,Normal,3,Early Bird,Run Away,Tangled Feet,0,35,85,45,35,35,75,310,['Dodrio'],1,2,0.5,0,0,65,"{'Toxic', 'Bide', 'Sky Attack', 'Double Hit', 'Jump Kick', 'Brave Bird', 'Mimic', 'Haze', 'Body Slam', 'Frustration', 'Return', 'Echoed Voice', 'Steel Wing', 'Fly', 'Flail', 'Roost', 'Swift', 'Protect', 'Attract', 'Reflect', 'Double-Edge', 'Curse', 'Thief', 'Uproar', 'Mirror Move', 'Knock Off', 'Whirlwind', 'Pursuit', 'Natural Gift', 'Mud-Slap', 'Drill Peck', 'Endure', 'Rest', 'Feint Attack', 'Facade', 'Supersonic', 'Sleep Talk', 'Aerial Ace', 'Thrash', 'Confide', 'Double Team', 'Secret Power', 'Substitute', 'Sunny Day', 'Take Down', 'Peck', 'Quick Attack', 'Captivate', 'Rage', 'Skull Bash', 'Tri Attack', 'Air Cutter', 'Swagger', 'Fury Attack', 'Round', 'Work Up', 'Growl', 'Assurance', 'Hidden Power', 'Snore', 'Agility', 'Pluck', 'Acupressure', 'Swords Dance', 'Endeavor'}",set(),"{'Agility', 'Swords Dance', 'Work Up'}",0,2,{'Roost'},set(),set(),set(),{'Whirlwind'},set(),{'Body Slam'},set(),set()
Donphan,RU,1,Ground,,2,Sand Veil,Sturdy,,0,90,120,120,60,60,50,500,[],2,2,1.0,0,0,82,"{'Toxic', 'Iron Tail', 'Heavy Slam', 'Body Slam', 'Return', 'Seed Bomb', 'Strength', 'Fire Fang', 'Giga Impact', 'Facade', 'Headbutt', 'Confide', 'Bounce', 'Captivate', 'Water Gun', 'Superpower', 'Hidden Power', 'Assurance', 'Fissure', 'Slam', 'Endeavor', 'Rock Slide', 'Rollout', 'Stealth Rock', 'Rock Polish', 'Frustration', 'Thunder Fang', 'Earthquake', 'Natural Gift', 'Bulldoze', 'Take Down', 'Swagger', 'Fury Attack', 'Odor Sleuth', 'Head Smash', 'Rock Smash', 'Ice Shard', 'Stone Edge', 'Sandstorm', 'Echoed Voice', 'Protect', 'Attract', 'Last Resort', 'Defense Curl', 'Double-Edge', 'Curse', 'Knock Off', 'Rock Tomb', 'Mud-Slap', 'Rest', 'Endure', 'Scary Face', 'Sleep Talk', 'Secret Power', 'Double Team', 'Hyper Voice', 'Substitute', 'Sunny Day', 'Counter', 'Tackle', 'Gyro Ball', 'Roar', 'Growl', 'Round', 'Mimic', 'High Horsepower', 'Focus Energy', 'Poison Jab', 'Flail', 'Play Rough', 'Earth Power', 'Block', 'Ancient Power', 'Brutal Swing', 'Hyper Beam', 'Magnitude', 'Iron Defense', 'Charm', 'Gunk Shot', 'Snore', 'Horn Attack', 'Rapid Spin'}",{'Iron Defense'},{'Rock Polish'},2,2,set(),set(),{'Stealth Rock'},{'Rapid Spin'},{'Roar'},set(),"{'Headbutt', 'Rock Slide', 'Iron Tail', 'Body Slam', 'Poison Jab', 'Gunk Shot'}",set(),{'Block'}
Doublade,RU,2,Steel,Ghost,1,No Guard,,,0,59,110,150,45,49,35,448,['Aegislash'],2,3,0.6666666666666666,0,0,47,"{'Toxic', 'Rock Slide', 'Metal Sound', 'Power Trick', 'Frustration', 'Return', 'Brick Break', 'Shadow Claw', 'After You', 'Protect', 'Attract', 'Snore', 'Reflect', 'Spite', 'Rain Dance', 'Flash Cannon', 'Cut', 'Pursuit', 'Rest', 'Fury Cutter', 'Facade', 'False Swipe', 'Aerial Ace', 'Sleep Talk', 'Brutal Swing', 'Shadow Sneak', 'Slash', 'Double Team', 'Secret Power', 'Substitute', 'Night Slash', 'Confide', 'Shock Wave', 'Iron Defense', 'Tackle', 'Swagger', 'Destiny Bond', 'Wide Guard', 'Gyro Ball', 'Magnet Rise', 'Autotomize', 'Retaliate', 'Sacred Sword', 'Hidden Power', 'Iron Head', 'Rock Smash', 'Swords Dance'}",{'Iron Defense'},{'Swords Dance'},2,2,set(),{'Shadow Sneak'},set(),set(),set(),set(),"{'Rock Slide', 'Iron Head'}",set(),set()
Dragalge,RU,2,Poison,Dragon,3,Adaptability,Poison Point,Poison Touch,0,65,75,90,97,123,44,494,[],2,2,1.0,0,0,58,"{'Toxic', 'Tail Whip', 'Shadow Ball', 'Iron Tail', 'Outrage', 'Hail', 'Poison Tail', 'Haze', 'Draco Meteor', 'Venoshock', 'Frustration', 'Return', 'Acid', 'Aqua Tail', 'Camouflage', 'Play Rough', 'Protect', 'Dragon Pulse', 'Attract', 'Twister', 'Rain Dance', 'Scald', 'Bubble', 'Rest', 'Giga Impact', 'Waterfall', 'Feint Attack', 'Toxic Spikes', 'Facade', 'Focus Blast', 'Sleep Talk', 'Thunderbolt', 'Sludge Wave', 'Venom Drench', 'Double Team', 'Bounce', 'Icy Wind', 'Sludge Bomb', 'Hyper Beam', 'Substitute', 'Secret Power', 'Shock Wave', 'Confide', 'Dive', 'Water Pulse', 'Tackle', 'Surf', 'Swagger', 'Dragon Tail', 'Thunder', 'Water Gun', 'Hydro Pump', 'Hidden Power', 'Smokescreen', 'Gunk Shot', 'Snore', 'Acid Armor', 'Round'}",{'Acid Armor'},set(),2,0,set(),set(),{'Toxic Spikes'},set(),{'Dragon Tail'},set(),"{'Gunk Shot', 'Sludge Bomb', 'Iron Tail'}",set(),set()
Dragonair,No Tier,1,Dragon,,2,Marvel Scale,Shed Skin,,0,61,84,65,70,70,70,420,['Dragonite'],2,3,0.6666666666666666,0,0,77,"{'Toxic', 'Blizzard', 'Iron Tail', 'Detect', 'Body Slam', 'Draco Meteor', 'Return', 'Dragon Pulse', 'Whirlpool', 'Waterfall', 'Facade', 'Headbutt', 'Confide', 'Captivate', 'Surf', 'Water Gun', 'Incinerate', 'Hidden Power', 'Slam', 'Light Screen', 'Bide', 'Outrage', 'Thunder Wave', 'Frustration', 'Dragon Rage', 'Twister', 'Dragon Dance', 'Rain Dance', 'Natural Gift', 'Flamethrower', 'Thunderbolt', 'Take Down', 'Safeguard', 'Swagger', 'Extreme Speed', 'Bind', 'Bubble Beam', 'Aqua Jet', 'Fire Blast', 'Protect', 'Attract', 'Double-Edge', 'Curse', 'Zap Cannon', 'Leer', 'Rest', 'Endure', 'Ice Beam', 'Sleep Talk', 'Double Team', 'Secret Power', 'Substitute', 'Sunny Day', 'Shock Wave', 'Rage', 'Thunder', 'Horn Drill', 'Agility', 'Round', 'Mimic', 'Hail', 'Haze', 'Aqua Tail', 'Swift', 'Reflect', 'Dragon Rush', 'Dragon Breath', 'Mist', 'Supersonic', 'Brutal Swing', 'Icy Wind', 'Hyper Beam', 'Water Pulse', 'Skull Bash', 'Dragon Tail', 'Wrap', 'Snore'}",set(),"{'Agility', 'Dragon Dance'}",0,2,set(),set(),set(),set(),{'Dragon Tail'},set(),"{'Body Slam', 'Headbutt', 'Iron Tail'}",set(),set()
Dragonite,UUBL,2,Dragon,Flying,2,Inner Focus,Multiscale,,0,91,134,95,100,100,80,600,[],3,3,1.0,0,0,117,"{'Toxic', 'Blizzard', 'Iron Tail', 'Detect', 'Ominous Wind', 'Dynamic Punch', 'Body Slam', 'Draco Meteor', 'Return', 'Dragon Pulse', 'Strength', 'Hurricane', 'Whirlpool', 'Giga Impact', 'Waterfall', 'Fury Cutter', 'Focus Punch', 'Fling', 'Facade', 'Headbutt', 'Aerial Ace', 'Confide', 'Captivate', 'Surf', 'Air Cutter', 'Water Gun', 'Incinerate', 'Superpower', 'Hidden Power', 'Slam', 'Light Screen', 'Bide', 'Rock Slide', 'Outrage', 'Thunder Wave', 'Frustration', 'Steel Wing', 'Brick Break', 'Fly', 'Dragon Rage', 'Twister', 'Dragon Dance', 'Cut', 'Rain Dance', 'Earthquake', 'Power-Up Punch', 'Natural Gift', 'Flamethrower', 'Bulldoze', 'Thunderbolt', 'Dive', 'Wing Attack', 'Take Down', 'Safeguard', 'Swagger', 'Defog', 'Extreme Speed', 'Iron Head', 'Rock Smash', 'Bind', 'Bubble Beam', 'Aqua Jet', 'Fire Blast', 'Stone Edge', 'Sandstorm', 'Protect', 'Attract', 'Double-Edge', 'Curse', 'Zap Cannon', 'Leer', 'Rock Tomb', 'Mud-Slap', 'Rest', 'Endure', 'Fire Punch', 'Focus Blast', 'Ice Beam', 'Sleep Talk', 'Double Team', 'Secret Power', 'Substitute', 'Sunny Day', 'Shock Wave', 'Rage', 'Heat Wave', 'Thunder', 'Roar', 'Horn Drill', 'Thunder Punch', 'Agility', 'Round', 'Mimic', 'Hail', 'Haze', 'Aqua Tail', 'Roost', 'Swift', 'Tailwind', 'Reflect', 'Dragon Rush', 'Dragon Breath', 'Ice Punch', 'Mist', 'Supersonic', 'Hone Claws', 'Brutal Swing', 'Icy Wind', 'Hyper Beam', 'Sky Drop', 'Water Pulse', 'Skull Bash', 'Dragon Tail', 'Dragon Claw', 'Razor Wind', 'Wrap', 'Snore'}",set(),"{'Agility', 'Hone Claws', 'Dragon Dance'}",0,2,{'Roost'},set(),set(),{'Defog'},"{'Dragon Tail', 'Roar'}",set(),"{'Headbutt', 'Rock Slide', 'Iron Tail', 'Body Slam', 'Iron Head'}",set(),set()
Drampa,PU,2,Normal,Dragon,3,Berserk,Cloud Nine,Sap Sipper,0,78,60,85,135,91,36,485,[],1,1,1.0,0,0,65,"{'Toxic', 'Light Screen', 'Blizzard', 'Shadow Ball', 'Rock Slide', 'Outrage', 'Fire Blast', 'Extrasensory', 'Glare', 'Draco Meteor', 'Thunder Wave', 'Frustration', 'Echoed Voice', 'Return', 'Fly', 'Steel Wing', 'Shadow Claw', 'Solar Beam', 'Roost', 'Protect', 'Play Rough', 'Dragon Pulse', 'Attract', 'Grass Knot', 'Dragon Rage', 'Twister', 'Dragon Rush', 'Hurricane', 'Rain Dance', 'Earthquake', 'Dragon Breath', 'Natural Gift', 'Calm Mind', 'Flamethrower', 'Rest', 'Giga Impact', 'Bulldoze', 'Mist', 'Fling', 'Facade', 'Focus Blast', 'Ice Beam', 'Sleep Talk', 'Thunderbolt', 'Confide', 'Double Team', 'Hyper Voice', 'Sunny Day', 'Hyper Beam', 'Substitute', 'Safeguard', 'Energy Ball', 'Surf', 'Dragon Tail', 'Dragon Claw', 'Thunder', 'Nature Power', 'Snarl', 'Roar', 'Work Up', 'Hidden Power', 'Razor Wind', 'Psych Up', 'Play Nice', 'Round'}",{'Calm Mind'},"{'Calm Mind', 'Work Up'}",1,2,{'Roost'},set(),set(),set(),"{'Dragon Tail', 'Roar'}",set(),{'Rock Slide'},set(),set()
Drapion,RU,2,Dark,Poison,3,Battle Armor,Keen Eye,Sniper,0,70,90,110,60,75,95,500,[],2,2,1.0,0,0,87,"{'Toxic', 'Screech', 'Iron Tail', 'Poison Sting', 'Dig', 'Return', 'Confuse Ray', 'Strength', 'Fire Fang', 'Giga Impact', 'Fury Cutter', 'Fling', 'Facade', 'Headbutt', 'Aerial Ace', 'Confide', 'Payback', 'Captivate', 'Bug Bite', 'Torment', 'Struggle Bug', 'Retaliate', 'Bite', 'Hidden Power', 'Ice Fang', 'Acupressure', 'Swords Dance', 'Twineedle', 'Rock Slide', 'Frustration', 'Brick Break', 'Thunder Fang', 'Cut', 'Rain Dance', 'Earthquake', 'Natural Gift', 'Bulldoze', 'Night Slash', 'Sludge Bomb', 'Pin Missile', 'Swagger', 'Snarl', 'Taunt', 'Rock Climb', 'Rock Smash', 'Cross Poison', 'Poison Tail', 'Flash', 'Venoshock', 'Infestation', 'Protect', 'Attract', 'Thief', 'Leer', 'Knock Off', 'Rock Tomb', 'Whirlwind', 'Mud-Slap', 'Rest', 'Endure', 'Scary Face', 'Feint Attack', 'Toxic Spikes', 'False Swipe', 'Sleep Talk', 'Slash', 'Double Team', 'Secret Power', 'Sunny Day', 'Substitute', 'Crunch', 'Roar', 'Agility', 'Round', 'Shadow Ball', 'Poison Jab', 'Aqua Tail', 'Sand Attack', 'Poison Fang', 'Pursuit', 'Hone Claws', 'Brutal Swing', 'Hyper Beam', 'Dark Pulse', 'X-Scissor', 'Fell Stinger', 'Snore'}",set(),"{'Agility', 'Swords Dance', 'Hone Claws'}",0,2,set(),set(),{'Toxic Spikes'},set(),"{'Whirlwind', 'Roar'}",set(),"{'Headbutt', 'Rock Slide', 'Iron Tail', 'Sludge Bomb', 'Poison Jab'}",set(),set()
Dratini,LC,1,Dragon,,2,Marvel Scale,Shed Skin,,0,41,64,45,50,50,50,300,['Dragonair'],1,3,0.3333333333333333,0,0,76,"{'Toxic', 'Light Screen', 'Blizzard', 'Bide', 'Bubble Beam', 'Outrage', 'Iron Tail', 'Mimic', 'Aqua Jet', 'Hail', 'Fire Blast', 'Detect', 'Haze', 'Body Slam', 'Draco Meteor', 'Thunder Wave', 'Frustration', 'Return', 'Aqua Tail', 'Swift', 'Protect', 'Attract', 'Dragon Pulse', 'Reflect', 'Dragon Rage', 'Twister', 'Dragon Rush', 'Double-Edge', 'Curse', 'Dragon Dance', 'Zap Cannon', 'Leer', 'Rain Dance', 'Whirlpool', 'Dragon Breath', 'Rest', 'Flamethrower', 'Endure', 'Natural Gift', 'Mist', 'Waterfall', 'Facade', 'Supersonic', 'Headbutt', 'Ice Beam', 'Sleep Talk', 'Thunderbolt', 'Brutal Swing', 'Confide', 'Icy Wind', 'Double Team', 'Hyper Beam', 'Substitute', 'Take Down', 'Sunny Day', 'Secret Power', 'Shock Wave', 'Captivate', 'Safeguard', 'Water Pulse', 'Surf', 'Rage', 'Skull Bash', 'Swagger', 'Dragon Tail', 'Thunder', 'Extreme Speed', 'Water Gun', 'Incinerate', 'Hidden Power', 'Wrap', 'Snore', 'Agility', 'Slam', 'Bind', 'Round'}",set(),"{'Agility', 'Dragon Dance'}",0,2,set(),set(),set(),set(),{'Dragon Tail'},set(),"{'Body Slam', 'Headbutt', 'Iron Tail'}",set(),set()
Drifblim,PU,2,Flying,Ghost,3,Aftermath,Flare Boost,Unburden,0,150,80,44,90,54,80,498,[],2,2,1.0,0,0,82,"{'Toxic', 'Trick', 'Telekinesis', 'Ominous Wind', 'Silver Wind', 'Body Slam', 'Return', 'Hex', 'Psychic', 'Giga Impact', 'Facade', 'Confide', 'Payback', 'Captivate', 'Air Cutter', 'Hidden Power', 'Pain Split', 'Memento', 'Baton Pass', 'Hypnosis', 'Rollout', 'Sucker Punch', 'Weather Ball', 'Recycle', 'Thunder Wave', 'Frustration', 'Fly', 'Charge Beam', 'Cut', 'Rain Dance', 'Natural Gift', 'Thunderbolt', 'Dream Eater', 'Gust', 'Swagger', 'Skill Swap', 'Defog', 'Bind', 'Magic Coat', 'Flash', 'Protect', 'Attract', 'Astonish', 'Thief', 'Knock Off', 'Mud-Slap', 'Rest', 'Endure', 'Sleep Talk', 'Double Team', 'Phantom Force', 'Sunny Day', 'Secret Power', 'Substitute', 'Shock Wave', 'Explosion', 'Minimize', 'Gyro Ball', 'Will-O-Wisp', 'Thunder', 'Acrobatics', 'Constrict', 'Round', 'Embargo', 'Shadow Ball', 'Haze', 'Focus Energy', 'Disable', 'Swift', 'Tailwind', 'Stockpile', 'Spite', 'Calm Mind', 'Clear Smog', 'Amnesia', 'Icy Wind', 'Hyper Beam', 'Spit Up', 'Destiny Bond', 'Snore', 'Psych Up', 'Swallow'}","{'Calm Mind', 'Amnesia', 'Stockpile'}",{'Calm Mind'},2,1,set(),set(),set(),{'Defog'},set(),set(),{'Body Slam'},set(),set()
Drifloon,No Tier,2,Flying,Ghost,3,Aftermath,Flare Boost,Unburden,0,90,50,34,60,44,70,348,['Drifblim'],1,2,0.5,0,0,78,"{'Toxic', 'Trick', 'Telekinesis', 'Ominous Wind', 'Silver Wind', 'Body Slam', 'Return', 'Hex', 'Psychic', 'Facade', 'Confide', 'Payback', 'Captivate', 'Air Cutter', 'Hidden Power', 'Pain Split', 'Memento', 'Baton Pass', 'Hypnosis', 'Rollout', 'Sucker Punch', 'Weather Ball', 'Recycle', 'Thunder Wave', 'Frustration', 'Charge Beam', 'Cut', 'Rain Dance', 'Natural Gift', 'Thunderbolt', 'Dream Eater', 'Gust', 'Swagger', 'Skill Swap', 'Defog', 'Bind', 'Magic Coat', 'Flash', 'Protect', 'Attract', 'Astonish', 'Thief', 'Knock Off', 'Mud-Slap', 'Rest', 'Endure', 'Sleep Talk', 'Double Team', 'Secret Power', 'Sunny Day', 'Substitute', 'Shock Wave', 'Explosion', 'Minimize', 'Gyro Ball', 'Will-O-Wisp', 'Thunder', 'Acrobatics', 'Constrict', 'Round', 'Embargo', 'Shadow Ball', 'Haze', 'Focus Energy', 'Disable', 'Swift', 'Tailwind', 'Stockpile', 'Spite', 'Calm Mind', 'Clear Smog', 'Amnesia', 'Icy Wind', 'Spit Up', 'Destiny Bond', 'Snore', 'Psych Up', 'Swallow'}","{'Calm Mind', 'Amnesia', 'Stockpile'}",{'Calm Mind'},2,1,set(),set(),set(),{'Defog'},set(),set(),{'Body Slam'},set(),set()
Drilbur,LC,1,Ground,,3,Mold Breaker,Sand Force,Sand Rush,0,60,85,40,30,45,68,328,['Excadrill'],1,2,0.5,0,0,51,"{'Toxic', 'Metal Claw', 'Rock Slide', 'Metal Sound', 'Fury Swipes', 'Dig', 'Stealth Rock', 'Poison Jab', 'Frustration', 'Sandstorm', 'Return', 'Brick Break', 'Shadow Claw', 'Protect', 'Attract', 'Snore', 'Strength', 'Scratch', 'Earth Power', 'Crush Claw', 'Rock Tomb', 'Cut', 'Mud Sport', 'Earthquake', 'Mud-Slap', 'Rest', 'Bulldoze', 'Fling', 'Facade', 'Hone Claws', 'Sleep Talk', 'Aerial Ace', 'Slash', 'Confide', 'Double Team', 'Secret Power', 'Substitute', 'Sludge Bomb', 'Iron Defense', 'Skull Bash', 'Swagger', 'Drill Run', 'Hidden Power', 'X-Scissor', 'Fissure', 'Rock Climb', 'Submission', 'Rock Smash', 'Swords Dance', 'Rapid Spin', 'Round'}",{'Iron Defense'},"{'Swords Dance', 'Hone Claws'}",2,2,set(),set(),{'Stealth Rock'},{'Rapid Spin'},set(),set(),"{'Rock Slide', 'Sludge Bomb', 'Poison Jab'}",set(),set()
