Name;Types;Abilities;Tier;HP;Attack;Defense;Special Attack;Special Defense;Speed;Next Evolution(s);Moves
Drapion;['Dark', 'Poison'];['Battle Armor', 'Keen Eye', 'Sniper'];RU;70;90;110;60;75;95;[];['Thunder Fang', 'Ice Fang', 'Fire Fang', 'Bite', 'Poison Sting', 'Leer', 'Knock Off', 'Knock Off', 'Pin Missile', 'Acupressure', 'Pursuit', 'Bug Bite', 'Poison Fang', 'Venoshock', 'Hone Claws', 'Leer', 'Pin Missile', 'Acupressure', 'Knock Off', 'Scary Face', 'Toxic Spikes', 'Night Slash', 'Scary Face', 'Bug Bite', 'Poison Fang', 'Hone Claws', 'Venoshock', 'Crunch', 'Fell Stinger', 'Cross Poison', 'Agility', 'Confuse Ray', 'Feint Attack', 'Iron Tail', 'Night Slash', 'Poison Tail', 'Pursuit', 'Sand Attack', 'Screech', 'Slash', 'Twineedle', 'Whirlwind', 'Aqua Tail', 'Bug Bite', 'Dark Pulse', 'Fury Cutter', 'Headbutt', 'Iron Tail', 'Knock Off', "Mud'Slap", 'Sleep Talk', 'Snore', 'Hone Claws', 'Roar', 'Toxic', 'Venoshock', 'Hidden Power', 'Sunny Day', 'Taunt', 'Hyper Beam', 'Protect', 'Rain Dance', 'Frustration', 'Iron Tail', 'Earthquake', 'Return', 'Dig', 'Shadow Ball', 'Brick Break', 'Double Team', 'Sludge Bomb', 'Rock Tomb', 'Aerial Ace', 'Torment', 'Facade', 'Secret Power', 'Rest', 'Attract', 'Thief', 'Round', 'False Swipe', 'Fling', 'Brutal Swing', 'Endure', 'Payback', 'Retaliate', 'Giga Impact', 'Flash', 'Swords Dance', 'Captivate', 'Dark Pulse', 'Struggle Bug', 'Bulldoze', 'Rock Slide', "X'Scissor", 'Infestation', 'Sleep Talk', 'Natural Gift', 'Poison Jab', 'Swagger', 'Sleep Talk', 'Substitute', 'Secret Power', 'Rock Smash', 'Snarl', 'Dark Pulse', 'Confide', 'Cut', 'Strength', 'Rock Smash', 'Rock Climb']
Dratini;['Dragon'];['Marvel Scale', 'Shed Skin'];LC;41;64;45;50;50;50;['Dragonair'];['Wrap', 'Leer', 'Thunder Wave', 'Twister', 'Dragon Rage', 'Slam', 'Agility', 'Dragon Tail', 'Slam', 'Dragon Rage', 'Aqua Tail', 'Dragon Rush', 'Safeguard', 'Dragon Dance', 'Outrage', 'Hyper Beam', 'Aqua Jet', 'Dragon Breath', 'Dragon Dance', 'Dragon Pulse', 'Dragon Rush', 'Extreme Speed', 'Haze', 'Iron Tail', 'Light Screen', 'Mist', 'Supersonic', 'Water Pulse', 'Aqua Tail', 'Bind', 'Body Slam', "Double'Edge", 'Draco Meteor', 'Dragon Pulse', 'Endure', 'Flamethrower', 'Headbutt', 'Ice Beam', 'Icy Wind', 'Iron Tail', 'Mimic', 'Outrage', 'Shock Wave', 'Sleep Talk', 'Snore', 'Substitute', 'Swagger', 'Swift', 'Thunder Wave', 'Thunderbolt', 'Twister', 'Water Pulse', 'Water Pulse', 'Headbutt', 'Curse', 'Toxic', 'Body Slam', 'Take Down', "Double'Edge", 'Bubble Beam', 'Water Gun', 'Hail', 'Zap Cannon', 'Hidden Power', 'Snore', 'Sunny Day', 'Ice Beam', 'Blizzard', 'Rage', 'Dragon Rage', 'Icy Wind', 'Hyper Beam', 'Light Screen', 'Protect', 'Rain Dance', 'Safeguard', 'Endure', 'Frustration', 'Iron Tail', 'Dragon Breath', 'Thunderbolt', 'Thunder', 'Mimic', 'Return', 'Double Team', 'Shock Wave', 'Flamethrower', 'Swagger', 'Sleep Talk', 'Reflect', 'Bide', 'Fire Blast', 'Facade', 'Secret Power', 'Swift', 'Detect', 'Skull Bash', 'Rest', 'Attract', 'Endure', 'Dragon Pulse', 'Round', 'Brutal Swing', 'Incinerate', 'Thunder Wave', 'Dragon Tail', 'Captivate', 'Sleep Talk', 'Natural Gift', 'Swagger', 'Sleep Talk', 'Substitute', 'Surf', 'Whirlpool', 'Waterfall', 'Secret Power', 'Confide', 'Surf', 'Waterfall']
Drifblim;['Flying', 'Ghost'];['Aftermath', 'Flare Boost', 'Unburden'];PU;150;80;44;90;54;80;[];['Phantom Force', 'Constrict', 'Minimize', 'Astonish', 'Gust', 'Astonish', 'Gust', 'Focus Energy', 'Payback', 'Ominous Wind', 'Stockpile', 'Swallow', 'Hex', 'Stockpile', 'Swallow', 'Spit Up', 'Ominous Wind', 'Baton Pass', 'Shadow Ball', 'Amnesia', 'Baton Pass', 'Explosion', 'Phantom Force', 'Body Slam', 'Clear Smog', 'Defog', 'Destiny Bond', 'Disable', 'Haze', 'Hypnosis', 'Memento', 'Tailwind', 'Weather Ball', 'Air Cutter', 'Bind', 'Icy Wind', 'Knock Off', 'Magic Coat', "Mud'Slap", 'Ominous Wind', 'Pain Split', 'Recycle', 'Rollout', 'Shock Wave', 'Skill Swap', 'Sleep Talk', 'Snore', 'Spite', 'Sucker Punch', 'Swift', 'Tailwind', 'Trick', 'Calm Mind', 'Toxic', 'Hidden Power', 'Sunny Day', 'Hyper Beam', 'Protect', 'Rain Dance', 'Telekinesis', 'Frustration', 'Thunderbolt', 'Thunder', 'Return', 'Psychic', 'Shadow Ball', 'Double Team', 'Shock Wave', 'Facade', 'Secret Power', 'Rest', 'Attract', 'Thief', 'Round', 'Skill Swap', 'Charge Beam', 'Endure', "Will'O'Wisp", 'Acrobatics', 'Silver Wind', 'Embargo', 'Explosion', 'Payback', 'Recycle', 'Giga Impact', 'Flash', 'Thunder Wave', 'Gyro Ball', 'Fly', 'Psych Up', 'Captivate', 'Sleep Talk', 'Natural Gift', 'Dream Eater', 'Swagger', 'Sleep Talk', 'Substitute', 'Secret Power', 'Confide', 'Cut', 'Fly', 'Defog']
Drifloon;['Flying', 'Ghost'];['Aftermath', 'Flare Boost', 'Unburden'];;90;50;34;60;44;70;['Drifblim'];['Constrict', 'Minimize', 'Astonish', 'Gust', 'Focus Energy', 'Payback', 'Ominous Wind', 'Stockpile', 'Swallow', 'Hex', 'Stockpile', 'Swallow', 'Spit Up', 'Ominous Wind', 'Baton Pass', 'Shadow Ball', 'Amnesia', 'Baton Pass', 'Explosion', 'Body Slam', 'Clear Smog', 'Defog', 'Destiny Bond', 'Disable', 'Haze', 'Hypnosis', 'Memento', 'Tailwind', 'Weather Ball', 'Air Cutter', 'Bind', 'Icy Wind', 'Knock Off', 'Magic Coat', "Mud'Slap", 'Ominous Wind', 'Pain Split', 'Recycle', 'Rollout', 'Shock Wave', 'Skill Swap', 'Sleep Talk', 'Snore', 'Spite', 'Sucker Punch', 'Swift', 'Tailwind', 'Trick', 'Calm Mind', 'Toxic', 'Hidden Power', 'Sunny Day', 'Protect', 'Rain Dance', 'Telekinesis', 'Frustration', 'Thunderbolt', 'Thunder', 'Return', 'Psychic', 'Shadow Ball', 'Double Team', 'Shock Wave', 'Facade', 'Secret Power', 'Rest', 'Attract', 'Thief', 'Round', 'Skill Swap', 'Charge Beam', 'Endure', "Will'O'Wisp", 'Acrobatics', 'Silver Wind', 'Embargo', 'Explosion', 'Payback', 'Recycle', 'Flash', 'Thunder Wave', 'Gyro Ball', 'Psych Up', 'Captivate', 'Sleep Talk', 'Natural Gift', 'Dream Eater', 'Swagger', 'Sleep Talk', 'Substitute', 'Secret Power', 'Confide', 'Cut', 'Defog']
Drilbur;['Ground'];['Mold Breaker', 'Sand Force', 'Sand Rush'];LC;60;85;40;30;45;68;['Excadrill'];['Scratch', 'Mud Sport', 'Rapid Spin', "Mud'Slap", 'Fury Swipes', 'Metal Claw', 'Dig', 'Hone Claws', 'Slash', 'Rock Slide', 'Earthquake', 'Swords Dance', 'Sandstorm', 'Drill Run', 'Fissure', 'Crush Claw', 'Earth Power', 'Iron Defense', 'Metal Sound', 'Rapid Spin', 'Rock Climb', 'Skull Bash', 'Submission', 'Drill Run', 'Earth Power', 'Iron Defense', 'Sleep Talk', 'Snore', 'Stealth Rock', 'Hone Claws', 'Toxic', 'Hidden Power', 'Protect', 'Frustration', 'Earthquake', 'Return', 'Dig', 'Brick Break', 'Double Team', 'Sludge Bomb', 'Sandstorm', 'Rock Tomb', 'Aerial Ace', 'Facade', 'Rest', 'Attract', 'Round', 'Fling', 'Shadow Claw', 'Swords Dance', 'Bulldoze', 'Rock Slide', "X'Scissor", 'Poison Jab', 'Swagger', 'Sleep Talk', 'Substitute', 'Secret Power', 'Rock Smash', 'Confide', 'Cut', 'Strength', 'Rock Smash']
Drowzee;['Psychic'];['Forewarn', 'Inner Focus', 'Insomnia'];LC;60;48;45;43;90;42;['Hypno'];['Pound', 'Hypnosis', 'Disable', 'Confusion', 'Headbutt', 'Poison Gas', 'Meditate', 'Psychic', 'Meditate', 'Psybeam', "Wake'Up Slap", 'Psych Up', 'Headbutt', 'Swagger', 'Psychic', 'Nasty Plot', 'Psych Up', 'Synchronoise', 'Zen Headbutt', 'Swagger', 'Psychic', 'Nasty Plot', 'Psyshock', 'Future Sight', 'Assist', 'Barrier', 'Fire Punch', 'Flatter', 'Guard Swap', 'Ice Punch', 'Light Screen', 'Nasty Plot', 'Power Split', 'Psychic Terrain', 'Psycho Cut', 'Role Play', 'Secret Power', 'Skill Swap', 'Thunder Punch', 'Body Slam', 'Counter', "Double'Edge", 'Drain Punch', 'Dream Eater', 'Dynamic Punch', 'Endure', 'Fire Punch', 'Focus Punch', 'Foul Play', 'Headbutt', 'Ice Punch', 'Low Kick', 'Magic Coat', 'Magic Room', 'Mega Kick', 'Mega Punch', 'Metronome', 'Mimic', 'Nightmare', 'Psych Up', 'Recycle', 'Role Play', 'Seismic Toss', 'Signal Beam', 'Skill Swap', 'Sleep Talk', 'Snatch', 'Snore', 'Substitute', 'Swagger', 'Thunder Punch', 'Thunder Wave', 'Trick', 'Zen Headbutt', 'Psyshock', 'Focus Punch', 'Calm Mind', 'Dynamic Punch', 'Headbutt', 'Curse', 'Mega Punch', 'Mega Kick', 'Toxic', 'Body Slam', 'Take Down', "Double'Edge", 'Submission', 'Counter', 'Seismic Toss', 'Rage', 'Zap Cannon', 'Psych Up', 'Hidden Power', 'Sunny Day', 'Snore', 'Taunt', 'Light Screen', 'Protect', 'Rain Dance', 'Endure', 'Telekinesis', 'Safeguard', 'Frustration', 'Return', 'Psychic', 'Shadow Ball', 'Brick Break', 'Teleport', 'Mimic', 'Double Team', 'Ice Punch', 'Swagger', 'Sleep Talk', 'Thunder Punch', 'Reflect', 'Torment', 'Facade', 'Secret Power', 'Bide', 'Metronome', 'Skull Bash', 'Dream Eater', 'Rest', 'Attract', 'Fire Punch', 'Nightmare', 'Thief', 'Skill Swap', 'Snatch', 'Low Sweep', 'Round', 'Thunder Wave', 'Fling', 'Endure', 'Drain Punch', 'Recycle', 'Flash', 'Thunder Wave', 'Psych Up', 'Captivate', 'Sleep Talk', 'Natural Gift', 'Dream Eater', 'Grass Knot', 'Swagger', 'Sleep Talk', 'Psywave', 'Tri Attack', 'Substitute', 'Flash', 'Trick Room', 'Secret Power', "Power'Up Punch", 'Dazzling Gleam', 'Confide']
Druddigon;['Dragon'];['Mold Breaker', 'Rough Skin', 'Sheer Force'];NU;77;120;90;60;90;48;[];['Leer', 'Scratch', 'Hone Claws', 'Bite', 'Scary Face', 'Dragon Rage', 'Slash', 'Crunch', 'Dragon Claw', 'Chip Away', 'Revenge', 'Night Slash', 'Dragon Tail', 'Rock Climb', 'Superpower', 'Outrage', 'Crush Claw', 'Feint Attack', 'Fire Fang', 'Glare', 'Iron Tail', 'Metal Claw', 'Poison Tail', 'Pursuit', 'Snatch', 'Sucker Punch', 'Thunder Fang', 'Aqua Tail', 'Dark Pulse', 'Draco Meteor', 'Dragon Pulse', 'Fire Punch', 'Gunk Shot', 'Heat Wave', 'Iron Head', 'Iron Tail', 'Outrage', 'Shock Wave', 'Sleep Talk', 'Snatch', 'Snore', 'Stealth Rock', 'Superpower', 'Thunder Punch', 'Hone Claws', 'Dragon Claw', 'Roar', 'Toxic', 'Hidden Power', 'Sunny Day', 'Taunt', 'Hyper Beam', 'Protect', 'Rain Dance', 'Frustration', 'Smack Down', 'Earthquake', 'Return', 'Dig', 'Double Team', 'Flamethrower', 'Sludge Bomb', 'Rock Tomb', 'Aerial Ace', 'Torment', 'Facade', 'Rest', 'Attract', 'Round', 'Focus Blast', 'Fling', 'Charge Beam', 'Incinerate', 'Shadow Claw', 'Payback', 'Retaliate', 'Giga Impact', 'Bulldoze', 'Rock Slide', 'Dragon Tail', 'Swagger', 'Sleep Talk', 'Substitute', 'Flash Cannon', 'Surf', 'Secret Power', 'Rock Smash', 'Snarl', 'Dark Pulse', "Power'Up Punch", 'Confide', 'Cut', 'Surf', 'Strength', 'Rock Smash']
Ducklett;['Flying', 'Water'];['Big Pecks', 'Hydration', 'Keen Eye'];LC;62;44;50;44;50;55;['Swanna'];['Water Gun', 'Water Sport', 'Defog', 'Wing Attack', 'Water Pulse', 'Aerial Ace', 'Bubble Beam', 'Feather Dance', 'Aqua Ring', 'Air Slash', 'Roost', 'Rain Dance', 'Tailwind', 'Brave Bird', 'Hurricane', 'Air Cutter', 'Aqua Jet', 'Brine', 'Gust', 'Lucky Chant', 'Me First', 'Mirror Move', 'Mud Sport', 'Steel Wing', 'Endeavor', 'Icy Wind', 'Roost', 'Sleep Talk', 'Snore', 'Tailwind', 'Uproar', 'Water Pulse', 'Toxic', 'Hail', 'Hidden Power', 'Ice Beam', 'Protect', 'Rain Dance', 'Roost', 'Frustration', 'Return', 'Double Team', 'Aerial Ace', 'Facade', 'Rest', 'Attract', 'Round', 'Steel Wing', 'Scald', 'Fly', 'Swagger', 'Sleep Talk', 'Pluck', 'Substitute', 'Surf', 'Secret Power', 'Confide', 'Fly', 'Surf', 'Dive']
Dugtrio;['Ground'];['Arena Trap', 'Sand Force', 'Sand Veil'];PU;35;100;50;50;70;120;[];['Rototiller', 'Night Slash', 'Tri Attack', 'Scratch', 'Growl', 'Sand Attack', 'Scratch', 'Magnitude', 'Dig', 'Sand Tomb', 'Sand Tomb', 'Rototiller', 'Night Slash', 'Tri Attack', 'Scratch', 'Sand Attack', 'Growl', 'Growl', 'Astonish', "Mud'Slap", 'Magnitude', 'Bulldoze', "Mud'Slap", 'Dig', 'Sand Attack', 'Fury Swipes', 'Sucker Punch', "Mud'Slap", 'Sand Tomb', 'Mud Bomb', 'Earth Power', 'Dig', 'Mud Bomb', 'Slash', 'Earthquake', 'Fissure', 'Metal Claw', 'Iron Head', 'Ancient Power', 'Astonish', 'Beat Up', 'Endure', 'Feint Attack', 'Final Gambit', 'Headbutt', 'Memento', 'Mud Bomb', 'Pursuit', 'Reversal', 'Rock Slide', 'Screech', 'Uproar', 'Body Slam', "Double'Edge", 'Earth Power', 'Endure', 'Mimic', "Mud'Slap", 'Rock Slide', 'Sleep Talk', 'Snore', 'Stealth Rock', 'Substitute', 'Sucker Punch', 'Swagger', 'Uproar', 'Curse', 'Hone Claws', 'Toxic', 'Rock Smash', 'Hidden Power', 'Sunny Day', 'Snore', 'Body Slam', 'Take Down', "Double'Edge", 'Hyper Beam', 'Rage', 'Protect', 'Endure', 'Frustration', 'Earthquake', 'Return', 'Fissure', 'Dig', "Mud'Slap", 'Mimic', 'Double Team', 'Sludge Wave', 'Swagger', 'Sleep Talk', 'Sludge Bomb', 'Sandstorm', 'Bide', 'Rock Tomb', 'Aerial Ace', 'Facade', 'Secret Power', 'Rest', 'Rock Slide', 'Attract', 'Thief', 'Endure', 'Round', 'Echoed Voice', 'Shadow Claw', 'Giga Impact', 'Stone Edge', 'Bulldoze', 'Stealth Rock', 'Captivate', 'Rock Slide', 'Sleep Talk', 'Natural Gift', 'Swagger', 'Sleep Talk', 'Substitute', 'Secret Power', 'Rock Smash', 'Confide', 'Cut', 'Rock Smash', 'Work Up', 'Flash Cannon']
Dugtrio-Alola;['Ground', 'Steel'];['Sand Force', 'Sand Veil', 'Tangling Hair'];PU;35;100;60;50;70;110;[];['Sand Tomb', 'Sand Tomb', 'Rototiller', 'Night Slash', 'Tri Attack', 'Sand Attack', 'Metal Claw', 'Growl', 'Growl', 'Astonish', "Mud'Slap", 'Magnitude', 'Bulldoze', 'Sucker Punch', 'Mud Bomb', 'Earth Power', 'Dig', 'Iron Head', 'Earthquake', 'Fissure', 'Scratch', 'Slash', 'Ancient Power', 'Astonish', 'Beat Up', 'Endure', 'Feint Attack', 'Final Gambit', 'Headbutt', 'Memento', 'Mud Bomb', 'Pursuit', 'Reversal', 'Screech', 'Uproar', 'Work Up', 'Toxic', 'Hidden Power', 'Sunny Day', 'Hyper Beam', 'Protect', 'Frustration', 'Earthquake', 'Return', 'Double Team', 'Sludge Wave', 'Sludge Bomb', 'Sandstorm', 'Rock Tomb', 'Aerial Ace', 'Facade', 'Rest', 'Attract', 'Thief', 'Round', 'Echoed Voice', 'Shadow Claw', 'Giga Impact', 'Stone Edge', 'Bulldoze', 'Rock Slide', 'Swagger', 'Sleep Talk', 'Substitute', 'Flash Cannon', 'Confide']
Dunsparce;['Normal'];['Rattled', 'Run Away', 'Serene Grace'];PU;100;70;70;65;65;45;[];['Rage', 'Defense Curl', 'Yawn', 'Glare', 'Rollout', 'Spite', 'Pursuit', 'Screech', "Mud'Slap", 'Yawn', 'Ancient Power', 'Take Down', 'Body Slam', 'Drill Run', 'Roost', 'Glare', 'Take Down', 'Ancient Power', 'Coil', 'Ancient Power', 'Dig', 'Glare', "Double'Edge", 'Endeavor', 'Air Slash', 'Dragon Rush', 'Coil', 'Endure', 'Drill Run', 'Endeavor', 'Flail', 'Endeavor', 'Agility', 'Ancient Power', 'Astonish', 'Bide', 'Bite', 'Curse', 'Headbutt', 'Hex', 'Magic Coat', 'Rage', 'Rock Slide', 'Secret Power', 'Sleep Talk', 'Snore', 'Trump Card', 'Ancient Power', 'Aqua Tail', 'Bind', 'Body Slam', 'Counter', 'Defense Curl', "Double'Edge", 'Dream Eater', 'Drill Run', 'Endeavor', 'Endure', 'Flamethrower', 'Headbutt', 'Iron Tail', 'Last Resort', 'Magic Coat', 'Mimic', "Mud'Slap", 'Nightmare', 'Pain Split', 'Psych Up', 'Rock Slide', 'Rollout', 'Roost', 'Shock Wave', 'Sleep Talk', 'Snore', 'Spite', 'Stealth Rock', 'Substitute', 'Swagger', 'Thunder Wave', 'Thunderbolt', 'Water Pulse', 'Zen Headbutt', 'Water Pulse', 'Calm Mind', 'Headbutt', 'Curse', 'Rollout', 'Toxic', 'Zap Cannon', 'Rock Smash', 'Psych Up', 'Hidden Power', 'Sunny Day', 'Ice Beam', 'Blizzard', 'Snore', 'Protect', 'Rain Dance', 'Endure', 'Roost', 'Frustration', 'Solar Beam', 'Iron Tail', 'Thunderbolt', 'Thunder', 'Earthquake', 'Return', 'Dig', "Mud'Slap", 'Shadow Ball', 'Double Team', 'Shock Wave', 'Flamethrower', 'Fire Blast', 'Rock Tomb', 'Facade', 'Secret Power', 'Swagger', 'Sleep Talk', 'Defense Curl', 'Dream Eater', 'Rest', 'Attract', 'Thief', 'Roost', 'Nightmare', 'Round', 'Charge Beam', 'Incinerate', 'Retaliate', 'Endure', 'Thunder Wave', 'Gyro Ball', 'Stealth Rock', 'Psych Up', 'Bulldoze', 'Captivate', 'Rock Slide', 'Sleep Talk', 'Natural Gift', 'Poison Jab', 'Dream Eater', 'Swagger', 'Sleep Talk', 'Substitute', 'Wild Charge', 'Secret Power', 'Rock Smash', 'Confide', 'Strength', 'Rock Smash']
Duosion;['Psychic'];['Magic Guard', 'Overcoat', 'Regenerator'];;65;40;50;125;60;30;['Reuniclus'];['Psywave', 'Reflect', 'Rollout', 'Snatch', 'Reflect', 'Rollout', 'Snatch', 'Hidden Power', 'Light Screen', 'Charm', 'Recover', 'Psyshock', 'Endeavor', 'Future Sight', 'Pain Split', 'Psychic', 'Skill Swap', 'Heal Block', 'Wonder Room', 'Acid Armor', 'Astonish', 'Confuse Ray', 'Helping Hand', 'Imprison', 'Night Shade', 'Secret Power', 'Trick', 'After You', 'Endeavor', 'Gravity', 'Helping Hand', 'Iron Defense', 'Magic Coat', 'Pain Split', 'Role Play', 'Shock Wave', 'Signal Beam', 'Skill Swap', 'Sleep Talk', 'Snatch', 'Snore', 'Trick', 'Wonder Room', 'Zen Headbutt', 'Psyshock', 'Calm Mind', 'Toxic', 'Hidden Power', 'Light Screen', 'Protect', 'Rain Dance', 'Telekinesis', 'Safeguard', 'Frustration', 'Thunder', 'Return', 'Psychic', 'Shadow Ball', 'Double Team', 'Reflect', 'Rock Tomb', 'Facade', 'Rest', 'Attract', 'Round', 'Energy Ball', 'Embargo', 'Explosion', 'Flash', 'Thunder Wave', 'Gyro Ball', 'Psych Up', 'Rock Slide', 'Infestation', 'Dream Eater', 'Swagger', 'Sleep Talk', 'Substitute', 'Flash Cannon', 'Trick Room', 'Secret Power', 'Confide']
Durant;['Bug', 'Steel'];['Hustle', 'Swarm', 'Truant'];RUBL;58;109;112;48;48;109;[];['Metal Sound', 'Guillotine', 'Iron Defense', 'Metal Sound', 'Vice Grip', 'Sand Attack', 'Fury Cutter', 'Bite', 'Agility', 'Metal Claw', 'Bug Bite', 'Crunch', 'Iron Head', 'Dig', 'Entrainment', "X'Scissor", 'Iron Defense', 'Guillotine', 'Metal Sound', 'Baton Pass', 'Endure', 'Feint Attack', 'Rock Climb', 'Screech', 'Thunder Fang', 'Bug Bite', 'Endeavor', 'Iron Defense', 'Iron Head', 'Sleep Talk', 'Snore', 'Superpower', 'Hone Claws', 'Toxic', 'Hidden Power', 'Protect', 'Frustration', 'Return', 'Dig', 'Double Team', 'Sandstorm', 'Rock Tomb', 'Aerial Ace', 'Facade', 'Rest', 'Attract', 'Round', 'Energy Ball', 'Shadow Claw', 'Retaliate', 'Giga Impact', 'Rock Polish', 'Stone Edge', 'Thunder Wave', 'Struggle Bug', 'Rock Slide', "X'Scissor", 'Swagger', 'Sleep Talk', 'Substitute', 'Flash Cannon', 'Secret Power', 'Rock Smash', 'Confide', 'Cut', 'Strength', 'Rock Smash']
Dusclops;['Ghost'];['Frisk', 'Pressure'];;40;70;130;60;130;25;['Dusknoir'];['Future Sight', 'Fire Punch', 'Ice Punch', 'Thunder Punch', 'Gravity', 'Bind', 'Leer', 'Night Shade', 'Disable', 'Shadow Punch', 'Shadow Punch', 'Future Sight', 'Fire Punch', 'Ice Punch', 'Thunder Punch', 'Gravity', 'Bind', 'Leer', 'Night Shade', 'Disable', 'Astonish', 'Disable', 'Astonish', 'Foresight', 'Shadow Sneak', 'Pursuit', "Will'O'Wisp", 'Astonish', 'Confuse Ray', 'Shadow Sneak', 'Pursuit', 'Curse', "Will'O'Wisp", 'Shadow Punch', "Will'O'Wisp", 'Hex', 'Shadow Ball', 'Mean Look', 'Payback', 'Future Sight', 'Dark Pulse', 'Destiny Bond', 'Feint Attack', 'Grudge', 'Haze', 'Imprison', 'Memento', 'Ominous Wind', 'Pain Split', 'Skill Swap', 'Bind', 'Body Slam', 'Counter', 'Dark Pulse', "Double'Edge", 'Dream Eater', 'Dynamic Punch', 'Endure', 'Fire Punch', 'Focus Punch', 'Gravity', 'Headbutt', 'Ice Punch', 'Icy Wind', 'Mega Kick', 'Mega Punch', 'Metronome', 'Mimic', "Mud'Slap", 'Nightmare', 'Ominous Wind', 'Pain Split', 'Psych Up', 'Rock Slide', 'Seismic Toss', 'Skill Swap', 'Sleep Talk', 'Snatch', 'Snore', 'Spite', 'Substitute', 'Sucker Punch', 'Swagger', 'Thunder Punch', 'Trick', 'Wonder Room', 'Focus Punch', 'Calm Mind', 'Toxic', 'Hidden Power', 'Sunny Day', 'Taunt', 'Ice Beam', 'Blizzard', 'Hyper Beam', 'Protect', 'Rain Dance', 'Telekinesis', 'Frustration', 'Earthquake', 'Return', 'Psychic', 'Shadow Ball', 'Brick Break', 'Double Team', 'Rock Tomb', 'Torment', 'Facade', 'Secret Power', 'Rest', 'Attract', 'Thief', 'Round', 'Skill Swap', 'Snatch', 'Fling', 'Charge Beam', 'Endure', "Will'O'Wisp", 'Embargo', 'Payback', 'Giga Impact', 'Flash', 'Psych Up', 'Bulldoze', 'Captivate', 'Dark Pulse', 'Rock Slide', 'Infestation', 'Sleep Talk', 'Natural Gift', 'Dream Eater', 'Swagger', 'Sleep Talk', 'Substitute', 'Trick Room', 'Secret Power', 'Rock Smash', 'Dark Pulse', "Power'Up Punch", 'Confide', 'Strength', 'Flash', 'Rock Smash']
Dusknoir;['Ghost'];['Frisk', 'Pressure'];PU;45;100;135;65;135;45;[];['Shadow Punch', 'Future Sight', 'Fire Punch', 'Ice Punch', 'Thunder Punch', 'Gravity', 'Bind', 'Leer', 'Night Shade', 'Disable', 'Astonish', 'Disable', 'Astonish', 'Foresight', 'Shadow Sneak', 'Pursuit', "Will'O'Wisp", 'Astonish', 'Confuse Ray', 'Shadow Sneak', 'Pursuit', 'Curse', "Will'O'Wisp", 'Shadow Punch', 'Hex', 'Shadow Ball', 'Mean Look', 'Payback', 'Future Sight', 'Dark Pulse', 'Destiny Bond', 'Feint Attack', 'Grudge', 'Haze', 'Imprison', 'Memento', 'Ominous Wind', 'Pain Split', 'Skill Swap', 'Bind', 'Dark Pulse', 'Fire Punch', 'Focus Punch', 'Gravity', 'Headbutt', 'Ice Punch', 'Icy Wind', "Mud'Slap", 'Ominous Wind', 'Pain Split', 'Skill Swap', 'Sleep Talk', 'Snatch', 'Snore', 'Spite', 'Sucker Punch', 'Thunder Punch', 'Trick', 'Wonder Room', 'Wonder Room', 'Focus Punch', 'Calm Mind', 'Toxic', 'Hidden Power', 'Sunny Day', 'Taunt', 'Ice Beam', 'Blizzard', 'Hyper Beam', 'Protect', 'Rain Dance', 'Telekinesis', 'Frustration', 'Earthquake', 'Return', 'Psychic', 'Shadow Ball', 'Brick Break', 'Double Team', 'Rock Tomb', 'Torment', 'Facade', 'Secret Power', 'Rest', 'Attract', 'Thief', 'Round', 'Skill Swap', 'Snatch', 'Focus Blast', 'Fling', 'Charge Beam', 'Endure', "Will'O'Wisp", 'Embargo', 'Payback', 'Giga Impact', 'Flash', 'Psych Up', 'Bulldoze', 'Captivate', 'Dark Pulse', 'Rock Slide', 'Infestation', 'Sleep Talk', 'Natural Gift', 'Dream Eater', 'Swagger', 'Sleep Talk', 'Substitute', 'Trick Room', 'Secret Power', 'Rock Smash', 'Dark Pulse', "Power'Up Punch", 'Confide', 'Strength', 'Rock Smash']
